155,4,17,55,7,40,0,1,13,2,8,6,2,7,0,8,9,3,4,0,2,0,0,2,0,2,0,0,0,1,0
8,104,58,8,13,5,2,12,4,15,12,0,4,0,5,0,0,1,2,0,1,2,1,0,2,0,0,1,1,0,0
45,75,24,20,13,13,0,17,5,2,2,3,1,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
12,10,22,6,10,1,47,1,2,2,2,4,2,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
1,17,0,1,23,2,0,0,1,9,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,0,0,19,1,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
1,23,3,0,3,4,10,0,3,0,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,8,7,2,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
