4,14,2,1,3,2,0
1,13,0,6,1,3,2
11,2,10,0,0,0,0
0,5,2,6,0,1,3
12,0,0,0,0,0,0
0,7,3,1,1,0,0
9,0,0,0,0,0,0
8,0,0,0,0,0,0
0,0,1,0,5,0,0
0,0,0,2,0,0,0
2,0,0,0,0,0,0
0,0,1,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,0,0,0,0,0,1
0,0,0,0,0,1,0
1,0,0,0,0,0,0
