829,121,115,10,8,22,1,8,5,13,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0
941,0,0,22,1,0,2,0,16,0,0,9,2,0,1,0,0,1,0,0,0,0,0,0,0
583,111,10,26,141,50,7,4,10,11,0,5,0,0,0,3,2,0,0,1,0,0,0,1,1
783,68,0,12,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,375,183,95,2,58,66,62,11,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
391,4,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0
0,152,2,37,7,9,1,9,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
175,2,0,16,0,0,0,0,5,0,1,0,1,0,2,1,1,1,1,1,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
62,6,0,8,84,0,4,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0
135,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,8,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,67,8,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,27,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,12,3,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
