270,123,26,25,164,9,57,112,83,47,0,51,4,7,0,11
86,6,44,116,30,92,27,38,41,62,141,27,36,5,10,3
151,114,23,25,3,13,57,0,10,0,0,8,11,1,26,3
259,12,13,15,0,0,2,4,0,0,0,8,3,14,5,0
32,12,125,13,20,44,0,6,0,11,9,4,11,0,0,0
65,6,13,28,10,53,6,0,0,13,0,0,18,6,0,0
173,0,0,5,0,0,0,0,2,0,0,0,0,10,0,0
22,3,16,8,20,4,12,2,29,0,0,0,0,12,0,3
11,12,0,0,5,4,27,25,3,26,0,2,1,1,0,0
11,12,0,18,0,0,8,4,2,0,0,3,2,13,0,5
