90,72,0,0,0,0,0
110,17,3,0,21,0,0
13,4,32,1,20,27,24
51,0,28,10,0,0,1
2,10,13,0,1,6,2
0,0,0,25,0,0,0
0,0,0,16,0,0,0
6,0,3,0,1,0,0
1,1,3,3,0,0,0
0,0,0,8,0,0,0
1,0,4,1,0,1,0
0,0,4,0,0,0,0
0,2,0,2,0,0,0
0,0,0,3,0,0,0
0,0,3,0,0,0,0
2,0,0,0,0,0,0
1,0,0,1,0,0,0
0,1,0,0,1,0,0
0,0,1,0,0,0,0
1,0,0,0,0,0,0
1,0,0,0,0,0,0
